STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;GR_KT_GDE;Grossregionen, Kantone, Bezirke und Gemeinden;WOHN_ANZAHL;Anzahl Zimmer;LEERWOHN_TYP;Typ der leer stehenden Wohnung;MEASURE_DIMENSION;Art der Messung;FREQ;Frequenz der Beobachtung;TIME_PERIOD;Zeitperiode;OBS_VALUE;Beobachtungswert;DIFF_DB_STATE;Stand der Datenbank;DIFF_EMBARGO_DATE;Publikationsdatum;DIFF_LAST_UPDATE;Aktualisierungsdatum;DIFF_REGION_STATE;Raumbezugsdatum;DECIMALS;Dezimalstellen;DIFF_REGION_REF;Raumbezug;OBS_STATUS;Beobachtungsstatus
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2826;Giebenach;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.58;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2827;Hersberg;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.53;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2828;Lausen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.57;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2829;Liestal;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.14;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2830;Lupsingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.43;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2831;Pratteln;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.78;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2832;Ramlinsburg;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.3;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2833;Seltisberg;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.48;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2834;Ziefen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2841;Anwil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2842;Böckten;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.49;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2843;Buckten;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2844;Buus;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.57;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2845;Diepflingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.28;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2846;Gelterkinden;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.25;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2847;Häfelfingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.81;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2848;Hemmiken;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2849;Itingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.27;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2850;Känerkinden;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2851;Kilchberg (BL);_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2852;Läufelfingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.96;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2853;Maisprach;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.61;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2854;Nusshof;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2855;Oltingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2856;Ormalingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.45;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2857;Rickenbach (BL);_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.35;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2858;Rothenfluh;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2859;Rümlingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2860;Rünenberg;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.25;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2861;Sissach;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.69;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2862;Tecknau;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.26;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2863;Tenniken;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2864;Thürnen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.42;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2865;Wenslingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.29;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2866;Wintersingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2867;Wittinsburg;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.94;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2868;Zeglingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.4;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2869;Zunzgen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.74;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2881;Arboldswil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.7;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2882;Bennwil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2883;Bretzwil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.29;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2884;Diegten;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2885;Eptingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2886;Hölstein;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.51;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2887;Lampenberg;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.37;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2888;Langenbruck;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.18;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2889;Lauwil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2890;Liedertswil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2891;Niederdorf;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.68;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2892;Oberdorf (BL);_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.97;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2893;Reigoldswil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.12;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2894;Titterten;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2895;Waldenburg;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;2.08;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;29;Flurlingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.14;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2901;Gächlingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.01;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2903;Löhningen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.72;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2904;Neunkirch;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.98;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;291;Andelfingen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.95;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;2914;Büttenhardt;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.98;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
